hospital_name,facility_type,district,latitude,longitude,ownership_type,ownership_encoded,tier,tier_encoded,specialties,opd_fee_npr,emergency_available,bed_capacity,rating,ambulance_service,parking_available,phone
Barahi Swasthya Polyclinic,clinic,Dhanusha,27.9789374234329,84.0835211396339,Private,2,Budget,0,"Infectious Disease, Gastroenterology, Dermatology",524,False,0,3.3,False,True,
Phultekra Barracks Army Hospital,hospital,Hetauda,28.0599707296483,81.6460473520648,Private,2,Standard,1,"Urology, Cardiology, General Surgery, General Medicine",868,True,86,3.5,True,False,
मा बागेश्वरी पोलिक्लिनिक एण्ड डाइग्नोष्टिक सेन्टर प्रालि,clinic,Banke,28.0538675306715,81.6186711342908,Private,2,Standard,1,Gastroenterology,1394,False,0,3.4,False,False,
कालिका पोलिक्लिनिक र डन्टल केयर सेन्टर,clinic,Kathmandu,27.6784369745689,85.3482305511209,Private,2,Standard,1,"General Medicine, Dermatology, Gastroenterology",546,False,0,3.4,False,True,
Krishna Prasad Hospital,hospital,Palpa,27.6294155814967,85.5246920764239,Private,2,Premium,2,"Urology, Neurology, Cardiology, Infectious Disease, Dermatology, Pulmonology",2985,True,373,3.7,True,True,
Health Post-PHC Dasharathpur,hospital,Kathmandu,28.4898957263194,81.7589767335216,Private,2,Premium,2,"Infectious Disease, Pulmonology, Orthopedics, Neurology, General Medicine, Endocrinology",2653,True,145,3.7,False,True,
Nagarik aarogay sewa kendar,clinic,Mustang,26.7350711229294,85.8008346308466,Private,2,Budget,0,Infectious Disease,576,False,0,3.1,False,True,
ॐ पोलिक्लिनिक,clinic,Morang,,,Private,2,Budget,0,General Medicine,366,False,0,2.7,False,False,
Metro Eye Care,clinic,Kathmandu,27.6823815820214,85.3421102530617,Private,2,Standard,1,Dermatology,1194,False,0,3.4,False,True,
"Ghordhora Pipara Health Post, Dhobini RM-1",clinic,Butwal,27.115295373276,84.6975936991801,Private,2,Standard,1,General Medicine,954,False,0,3.7,False,False,
Dododhara Health Care Center,hospital,Sunsari,28.6551657345051,81.0374253765144,Private,2,Premium,2,"Infectious Disease, General Medicine, Orthopedics, Dermatology, Pulmonology, Urology",1478,True,404,4.6,True,True,
Bhedabari Basic Health Care Center,hospital,Birgunj,28.4291668261705,81.8795350717897,Private,2,Premium,2,"Cardiology, General Medicine, Pulmonology, Endocrinology, Orthopedics, Gastroenterology",2242,True,305,4.8,True,True,
MHP Wagla SHP,hospital,Lamjung,28.1585799648092,83.1157499519813,Private,2,Standard,1,"Neurology, Gastroenterology, Orthopedics, Pulmonology",996,True,118,3.1,True,True,
सामुदायक स्वास्थ्य इकाई केन्द्र,clinic,Bardiya,28.323522575857,82.8203734443463,Private,2,Budget,0,"Infectious Disease, Dermatology",404,False,0,3.4,False,False,
Kamhariya Swastha Chauki,clinic,Morang,27.532515835488,83.3499314418319,Private,2,Budget,0,"General Medicine, Infectious Disease, Dermatology",578,False,0,2.9,False,True,
Sahid Smriti Sewa Clinic,clinic,Bhaktapur,29.6007819595085,80.7012608516565,Private,2,Budget,0,Infectious Disease,513,True,0,3.3,True,False,
Bahirang Treatment Center,clinic,Mustang,26.9792937975058,85.5606688812252,Private,2,Budget,0,"General Medicine, Gastroenterology, Infectious Disease",241,False,0,3.3,False,True,
sahari swasth clinic manikura,clinic,Butwal,27.5240976386737,82.807391133616,Private,2,Standard,1,"Dermatology, Gastroenterology, General Medicine",856,False,0,3.3,False,False,
ढिकपुर स्वास्थ चौकी,hospital,Baglung,28.0563608954085,82.3739573884575,Private,2,Standard,1,"Orthopedics, Pulmonology, General Medicine, Infectious Disease",938,True,178,3.3,True,False,
Bayalpata Hospital,hospital,Kathmandu,29.2196252224339,81.2226320766744,Private,2,Premium,2,"General Medicine, Endocrinology, Cardiology, Gastroenterology, Neurology, General Surgery",2923,True,103,4.7,True,True,
Lake City Hospital and Critical Care,hospital,Pokhara,,,Private,2,Standard,1,"Endocrinology, General Surgery, Orthopedics, Infectious Disease",1453,False,61,3.6,True,True,
Kahukhola Poli Clinic,clinic,Pokhara,28.2159313770743,84.0186274394362,Private,2,Standard,1,General Medicine,1464,False,0,3.9,True,True,
Spark Health Homes Hospital,hospital,Lalitpur,,,Private,2,Premium,2,"General Medicine, Urology, Dermatology, Neurology, Infectious Disease, Cardiology",2906,True,354,4.2,True,True,
Sarobar Polyclinic and Diagnosis,clinic,Kathmandu,27.7365801414078,85.3416601448612,Private,2,Standard,1,"Dermatology, Gastroenterology",987,False,0,4.2,False,True,
Mankamana Hospital,hospital,Lalitpur,27.6810850692385,84.4325727568021,Private,2,Premium,2,"Infectious Disease, Endocrinology, General Surgery, Orthopedics, Urology, Pulmonology",2348,True,114,4.8,True,True,
Nakali Sub Health Post,clinic,Lalitpur,29.6345755299903,80.7098644561689,Private,2,Budget,0,Infectious Disease,558,False,0,3.4,False,False,
Dr. Taiyab Memorial Hospital Pvt. Ltd.,clinic,Birgunj,26.7607287990958,85.2781905300127,Private,2,Budget,0,"Infectious Disease, Dermatology",251,False,0,2.9,False,False,
सम्राट पोलिक्लिनिक एण्ड मेडिकल सेन्टर प्रा.लि.,clinic,Kathmandu,27.7362582763259,85.3041734240222,Private,2,Budget,0,"Dermatology, Infectious Disease, General Medicine",575,False,0,2.9,False,False,
मोहिनी स्वास्थ्य किल्निक,clinic,Makwanpur,28.2483386645902,81.3002852966161,Private,2,Budget,0,"Infectious Disease, Dermatology",397,False,0,3.3,True,False,
सातधारे उदयपुर Satdhare Udayapur,hospital,Birgunj,26.805518839808,86.8725657253701,Private,2,Premium,2,"Cardiology, Dermatology, Neurology, Infectious Disease, Endocrinology, Gastroenterology",1601,True,137,4.9,True,True,
Aadharbhut Swasth Kendra,clinic,Parbat,26.697950355983,85.7418517649478,Private,2,Standard,1,"Dermatology, Gastroenterology",1121,False,0,3.4,True,True,
पी. के. डायग्नोस्टिक सेन्टर (पी) लिमिटेड,clinic,Kathmandu,27.7014199854326,85.350383275313,Private,2,Budget,0,"General Medicine, Gastroenterology, Dermatology",299,False,0,2.6,False,True,
Sudurpachim Polyclinic Pvt.Ltd,clinic,Kathmandu,27.6734375884211,85.3564750749014,Private,2,Standard,1,"Infectious Disease, Dermatology",1229,True,0,3.6,False,True,
धारापानी स्वास्थ्य चौकि भुमिकास्थान ०४,hospital,Tanahu,28.0162124173978,83.0428237901533,Private,2,Standard,1,"Orthopedics, Urology, Endocrinology, General Medicine",646,False,61,3.0,True,False,
Gangapur Swasthya Chauki,clinic,Syangja,27.9495105730474,81.791976873049,Private,2,Standard,1,"Infectious Disease, Gastroenterology",1390,False,0,3.8,False,True,
Rampur khadauna health post,hospital,Pokhara,27.4501189612643,83.7485732480217,Private,2,Premium,2,"Pulmonology, Cardiology, General Surgery, Urology, Endocrinology, Orthopedics",2065,True,470,4.7,True,True,
Pratima Medical Hall,clinic,Pokhara,28.1326515531703,84.0817761950313,Private,2,Standard,1,"General Medicine, Infectious Disease, Gastroenterology",1397,False,0,4.1,False,True,
"आधारभूत स्वास्थ्य सेवा केन्द्र, तेलपानी",clinic,Morang,28.5635756726997,81.4421348424115,Private,2,Standard,1,Infectious Disease,1085,False,0,3.4,True,True,
Community Health Unit Khatrithok,clinic,Itahari,27.6980951359008,85.7275179561498,Private,2,Budget,0,Dermatology,566,False,0,2.9,False,False,
Basic health service centre,clinic,Lalitpur,27.6187048503454,84.5261114434573,Private,2,Standard,1,Dermatology,1016,False,0,3.8,False,True,
Sumeru City Hospital,hospital,Biratnagar,,,Private,2,Premium,2,"Pulmonology, General Surgery, Dermatology, Infectious Disease, Urology, Orthopedics",1065,True,216,4.1,True,True,
Diabetic And Thyroid Upachar Kendra,clinic,Pokhara,28.2149907599002,83.9859951816392,Private,2,Standard,1,General Medicine,630,False,0,4.2,True,False,
Bhaluwa Swasthaya,clinic,Biratnagar,26.5528315326738,87.2499083612246,Private,2,Budget,0,General Medicine,454,False,0,3.1,True,False,
Janakinagar Health Post,clinic,Hetauda,27.0046309496948,85.5038070559245,Private,2,Budget,0,"Gastroenterology, Dermatology, Infectious Disease",244,True,0,3.1,False,False,
Nagarik Arogya Service Center Belahi,clinic,Hetauda,26.9036431818703,85.4890484522737,Private,2,Standard,1,"General Medicine, Dermatology, Gastroenterology",808,True,0,4.0,True,True,
"Primary Hospital, Bahun Thana",hospital,Lalitpur,28.6175960328246,82.6281556174578,Private,2,Premium,2,"Pulmonology, Gastroenterology, Urology, Dermatology, General Surgery, Infectious Disease",2704,True,101,3.9,False,False,
आर.के. मेडिसिटि अस्पताल,hospital,Parbat,26.7700740344011,86.3834182241885,Private,2,Premium,2,"Gastroenterology, Neurology, Urology, Endocrinology, Orthopedics, General Surgery",2378,True,486,4.4,False,True,
Pratik Swastha Sewa Clinic,clinic,Lalitpur,28.6431346859659,81.2818458640057,Private,2,Budget,0,"Infectious Disease, General Medicine",480,False,0,2.8,False,False,
Tikapur Hospital,hospital,Rupandehi,,,Private,2,Premium,2,"Infectious Disease, Cardiology, Dermatology, Orthopedics, Urology, General Medicine",2791,True,358,4.1,True,True,
Medical Hall,clinic,Dhanusha,28.2310997719713,84.3772766710142,Private,2,Budget,0,"Gastroenterology, Infectious Disease, Dermatology",439,False,0,3.4,False,True,
Sagarmatha Chaudhary Eye Hospital Rajbiraj,hospital,Chitwan,26.5565362500574,86.746611788391,Private,2,Premium,2,"Dermatology, Neurology, Orthopedics, Infectious Disease, Pulmonology, General Medicine",1344,True,275,4.5,False,True,
Shrijanshil Polyclinic,clinic,Syangja,,,Private,2,Standard,1,"General Medicine, Gastroenterology, Dermatology",1417,False,0,3.8,False,True,
Manglam Diagnostic Centre,clinic,Itahari,27.0090827461083,84.8735656375187,Private,2,Budget,0,General Medicine,428,False,0,2.9,True,True,
Unique Model Hospital,hospital,Palpa,26.7673921606617,86.2127715603931,Private,2,Premium,2,"Cardiology, Pulmonology, Dermatology, General Surgery, Infectious Disease, Gastroenterology",2955,True,265,3.6,True,True,
Ausanwa Basic Health Post,clinic,Kathmandu,26.9898185342256,85.5960463799497,Private,2,Budget,0,Infectious Disease,259,True,0,3.3,True,False,
"Basatpur Health Post, Basatpur",clinic,Kathmandu,26.7919978241607,85.3157653446541,Private,2,Standard,1,"General Medicine, Gastroenterology, Infectious Disease",993,False,0,3.5,True,False,
आयानस अस्पताल,hospital,Kathmandu,27.7635469870308,85.3306847970268,Private,2,Premium,2,"General Surgery, Neurology, Pulmonology, General Medicine, Urology, Endocrinology",2357,True,208,4.5,False,True,
Pajaru BHCC,clinic,Morang,28.8061429213993,82.0613049401916,Private,2,Budget,0,"General Medicine, Dermatology, Infectious Disease",476,False,0,3.1,True,True,
niko health clinic,clinic,Itahari,27.2156122535705,85.1842143918309,Private,2,Budget,0,Infectious Disease,323,False,0,3.1,False,False,
Sinhashain Basic Health Service Center,clinic,Morang,29.0525354192502,81.501758672446,Private,2,Budget,0,"Dermatology, Gastroenterology",324,False,0,3.5,False,True,
Chhatapipra Health Post,clinic,Banke,27.0921115320123,84.9514541374824,Private,2,Budget,0,"Infectious Disease, General Medicine",308,False,0,3.2,False,False,
Sarpallo Health Post,clinic,Butwal,26.7414950973406,85.7785644170288,Private,2,Budget,0,Dermatology,287,True,0,3.5,False,False,
रौनियार अस्पताल र दन्त चिकित्सा क्लिनिक,hospital,Morang,28.1294603949941,82.2972060612973,Private,2,Standard,1,"Pulmonology, Dermatology, Urology, General Medicine",1271,True,71,3.5,True,True,
Children's Diagnosis Center,clinic,Kathmandu,27.7169466228712,85.3461804214237,Private,2,Budget,0,Dermatology,537,False,0,3.3,False,False,
Global Hospital,hospital,Nepalgunj,,,Private,2,Standard,1,"Gastroenterology, Urology, Infectious Disease, Neurology",1216,True,54,3.4,True,False,
Pragatinagar BHCC,clinic,Kaski,27.6576380362151,84.1870656393835,Private,2,Standard,1,"General Medicine, Dermatology",591,False,0,3.0,False,False,
"HealthPost, Satakhani",hospital,Biratnagar,,,Government,0,Standard,1,"Endocrinology, Infectious Disease, Gastroenterology, Urology",154,True,127,4.0,True,False,
District Ayurved Health Center.,hospital,Myagdi,27.0438422471118,84.9957808265872,Private,2,Standard,1,"Endocrinology, Gastroenterology, Orthopedics, Urology",945,False,96,4.2,True,False,
Pyuggharbesi nagar swasthye akai,clinic,Nepalgunj,27.9489196488737,84.5389023953381,Private,2,Budget,0,Infectious Disease,566,False,0,2.5,False,False,
Chandra Narayan Yadav Maternity Hospital,hospital,Dang,26.6345735288025,86.1982918226608,Private,2,Premium,2,"Neurology, General Medicine, General Surgery, Orthopedics, Gastroenterology, Cardiology",1059,True,398,3.8,True,True,
Ashok Madical Hall,clinic,Sunsari,26.7993900760266,86.0900875714801,Private,2,Budget,0,Dermatology,282,False,0,3.1,False,True,
Suryavinayak Polyclinic,clinic,Biratnagar,,,Private,2,Standard,1,Dermatology,1451,False,0,3.2,False,True,
shivanagar swasth chauki,clinic,Kathmandu,27.5161340762876,82.8045891472041,Private,2,Budget,0,Gastroenterology,367,True,0,3.1,False,False,
subha chintak clinic,clinic,Kathmandu,,,Private,2,Budget,0,"General Medicine, Infectious Disease, Gastroenterology",396,False,0,2.5,True,False,
Morang Cooperative Hospital,hospital,Biratnagar,,,Private,2,Standard,1,"General Surgery, Gastroenterology, Neurology, Infectious Disease",1284,False,148,3.6,True,False,
अधारभुत स्वास्थ्य चाैकी सुरकाल,clinic,Butwal,29.4835604568937,80.4661635550651,Private,2,Standard,1,"Gastroenterology, Dermatology",787,False,0,3.8,False,False,
"Mudwalawa Health Post, Mudwalawa",clinic,Nepalgunj,26.7684993262519,85.3029479897783,Private,2,Budget,0,General Medicine,312,False,0,2.7,False,False,
अस्थायी कोभिड अस्पताल,hospital,Bhaktapur,28.2021346806317,81.6819142701156,Private,2,Premium,2,"Dermatology, Endocrinology, Infectious Disease, Cardiology, Neurology, Urology",2472,True,364,4.2,True,True,
Narayansthan Health Post,clinic,Chitwan,28.2159773937228,83.6659258387121,Private,2,Budget,0,Infectious Disease,331,False,0,3.3,True,False,
Pipaltung Community Health Care Unit,clinic,Birgunj,28.629841825723,82.7801148281278,Private,2,Budget,0,"Gastroenterology, Infectious Disease",540,False,0,2.5,False,False,
Tripti Memorial ENT Hospital,hospital,Dhanusha,26.4642424436616,86.7649758676919,Private,2,Premium,2,"Pulmonology, Dermatology, Cardiology, Infectious Disease, Urology, General Surgery",1975,True,191,3.9,True,False,
S.S Clinic,clinic,Kathmandu,27.6743443427063,85.3734898354294,Private,2,Budget,0,"General Medicine, Infectious Disease",543,False,0,2.9,False,True,
गाउघर क्लिनिक,clinic,Sarlahi,28.2987651999105,82.5527801797035,Private,2,Budget,0,"Infectious Disease, General Medicine, Dermatology",263,False,0,3.2,True,True,
कृपा हस्पिटल,hospital,Gorkha,28.0495436421004,81.6140095388408,Private,2,Premium,2,"Gastroenterology, General Medicine, General Surgery, Orthopedics, Cardiology, Urology",2362,True,472,4.5,True,False,
Malumela Health Post,clinic,Mustang,29.4983232514961,81.1007803269275,Private,2,Budget,0,"Infectious Disease, Gastroenterology, General Medicine",269,False,0,3.4,False,False,
devgawn swast chauki,hospital,Lalitpur,27.5035838526659,83.7043990257357,Private,2,Premium,2,"Neurology, Urology, Infectious Disease, Endocrinology, General Medicine, Dermatology",2889,True,462,3.9,True,True,
Kriti Saamudayik Swasthya Upachar Kendra,clinic,Dharan,26.6464748254805,86.8936347286441,Private,2,Budget,0,"Dermatology, Infectious Disease, General Medicine",473,False,0,2.7,False,False,
Shree Pashupatinath Homeopathic Clinic,clinic,Kathmandu,27.7404684224709,85.3125441792645,Private,2,Standard,1,Infectious Disease,1148,False,0,3.9,False,True,
Pidrari Aayurved Ausdhalaya,clinic,Itahari,26.9916030414113,85.5394896559245,Private,2,Standard,1,"General Medicine, Dermatology",1242,False,0,3.3,False,True,
"Primary Health Care Center, Kushmishera",clinic,Birgunj,28.1836240856633,83.620467760317,Private,2,Standard,1,"Infectious Disease, Gastroenterology",1003,False,0,3.9,False,True,
Hillary Hospital,hospital,Nepalgunj,,,Private,2,Premium,2,"General Medicine, Gastroenterology, Neurology, Endocrinology, Pulmonology, Cardiology",1185,True,484,3.7,False,True,
